_id,acoust,speech,tempo,cloudcover,temperature,studying
06/01/2021 05:55,FALSE,FALSE,FALSE,100,0.5,0
06/01/2021 05:57,FALSE,FALSE,FALSE,100,0.5,0
06/01/2021 05:58,FALSE,FALSE,FALSE,100,0.5,0
06/01/2021 06:00,FALSE,FALSE,FALSE,100,0.5,0
06/01/2021 06:01,FALSE,FALSE,FALSE,100,0.5,0
06/01/2021 06:03,FALSE,FALSE,FALSE,100,1.2,0
06/01/2021 06:04,FALSE,FALSE,FALSE,100,1.2,0
06/01/2021 06:06,FALSE,FALSE,FALSE,100,1.2,0
06/01/2021 06:07,FALSE,FALSE,FALSE,100,1.2,0
06/01/2021 06:09,FALSE,FALSE,FALSE,100,1.2,0
06/01/2021 06:10,FALSE,FALSE,FALSE,100,1.2,0
06/01/2021 06:12,FALSE,FALSE,FALSE,100,1.2,0
06/01/2021 06:13,FALSE,FALSE,FALSE,100,1.2,0
06/01/2021 06:15,FALSE,FALSE,FALSE,100,1.2,0
06/01/2021 06:16,FALSE,FALSE,FALSE,100,1.2,0
06/01/2021 06:18,FALSE,FALSE,FALSE,100,1.2,0
06/01/2021 06:19,FALSE,FALSE,FALSE,100,1.2,0
06/01/2021 06:21,FALSE,FALSE,FALSE,100,1.2,0
06/01/2021 06:22,FALSE,FALSE,FALSE,100,1.2,0
06/01/2021 06:24,FALSE,FALSE,FALSE,100,1.2,0
06/01/2021 06:25,FALSE,FALSE,FALSE,100,1.2,0
06/01/2021 06:27,FALSE,FALSE,FALSE,100,1.2,0
06/01/2021 06:28,FALSE,FALSE,FALSE,100,1.2,0
06/01/2021 06:30,FALSE,FALSE,FALSE,100,1.2,0
06/01/2021 06:31,FALSE,FALSE,FALSE,100,1.2,0
06/01/2021 06:33,FALSE,FALSE,FALSE,100,0.9,0
06/01/2021 06:34,FALSE,FALSE,FALSE,100,0.9,0
06/01/2021 06:36,FALSE,FALSE,FALSE,100,0.9,0
06/01/2021 06:37,FALSE,FALSE,FALSE,100,0.9,0
06/01/2021 06:39,FALSE,FALSE,FALSE,100,0.9,0
06/01/2021 06:40,FALSE,FALSE,FALSE,100,0.9,0
06/01/2021 06:42,FALSE,FALSE,FALSE,100,0.9,0
06/01/2021 06:43,FALSE,FALSE,FALSE,100,0.9,0
06/01/2021 06:45,FALSE,FALSE,FALSE,100,0.9,0
06/01/2021 06:46,FALSE,FALSE,FALSE,100,0.9,0
06/01/2021 06:48,FALSE,FALSE,FALSE,100,0.9,0
06/01/2021 06:49,FALSE,FALSE,FALSE,100,0.9,0
